"cnpj";"coalesce";"coalesce";"coalesce";"y"
14;"1556";"39259090-000";"0";"tributado"
14;"0";"0";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"73064000-000";"0";"tributado"
14;"1556";"40169300-000";"0";"tributado"
14;"1556";"84812090-000";"0";"monofasico revenda de produtos"
14;"1556";"40169300-000";"0";"tributado"
14;"1556";"68042211-000";"0";"tributado"
14;"1556";"68042211-000";"0";"tributado"
14;"1556";"83111000-000";"0";"tributado"
14;"1556";"83111000-000";"0";"tributado"
14;"1556";"85444200-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"85366910-000";"0";"tributado"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"1556";"85444900-000";"0";"tributado"
14;"1556";"85444900-000";"0";"tributado"
14;"1556";"61169200-000";"0";"tributado"
14;"1556";"73269090-000";"0";"tributado"
14;"1556";"74071010-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"39162000-000";"0";"tributado"
14;"1556";"85359000-000";"0";"tributado"
14;"1556";"73259990-000";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"1556";"84819090-000";"0";"tributado"
14;"1556";"73064000-000";"0";"tributado"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"1556";"73269090-000";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"90262090-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"73072300-000";"0";"tributado"
14;"1556";"73072900-000";"0";"tributado"
14;"1556";"84818095-000";"0";"tributado"
14;"1556";"73071910-000";"0";"tributado"
14;"1556";"84818095-000";"0";"tributado"
14;"1556";"84212100-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"84212100-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"73071910-000";"0";"tributado"
14;"1556";"73071910-000";"0";"tributado"
14;"1556";"73064000-000";"0";"tributado"
14;"1556";"39173300-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"39172300-000";"0";"tributado"
14;"1556";"73072900-000";"0";"tributado"
14;"1556";"73072900-000";"0";"tributado"
14;"1556";"73072300-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"84818095-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"85444900-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"73089010-000";"0";"tributado"
14;"1556";"39172300-000";"0";"tributado"
14;"1556";"39172900-000";"0";"tributado"
14;"1556";"39259090-000";"0";"tributado"
14;"1556";"61169200-000";"0";"tributado"
14;"1556";"73269090-000";"0";"tributado"
14;"1556";"85444900-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"39172300-000";"0";"tributado"
14;"1556";"39172300-000";"0";"tributado"
14;"1556";"73084000-000";"0";"tributado"
14;"1556";"73089010-000";"0";"tributado"
14;"1556";"73089010-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"73089010-000";"0";"tributado"
14;"1556";"73181600-000";"0";"tributado"
14;"1556";"73089010-000";"0";"tributado"
14;"1556";"73181500-000";"0";"tributado"
14;"1556";"73089010-000";"0";"tributado"
14;"1556";"73084000-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"73181500-000";"0";"tributado"
14;"1556";"39172900-000";"0";"tributado"
14;"1556";"85444900-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"40169300-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1653";"27101932-000";"0";"sem incidencia - combustiveis"
14;"1653";"27101921-000";"0";"sem incidencia - combustiveis"
14;"1556";"73072300-000";"0";"tributado"
14;"2407";"35069190-000";"0";"tributado"
14;"2407";"27129000-000";"0";"tributado"
14;"2407";"48234000-000";"0";"tributado"
14;"1556";"87089990-000";"0";"monofasico revenda de produtos"
14;"1556";"73066100-000";"0";"tributado"
14;"1653";"27101259-000";"0";"sem incidencia - combustiveis"
14;"1653";"27101921-000";"0";"sem incidencia - combustiveis"
14;"1653";"27101921-000";"0";"sem incidencia - combustiveis"
14;"1653";"27101921-000";"0";"sem incidencia - combustiveis"
14;"1653";"27101259-000";"0";"sem incidencia - combustiveis"
14;"1653";"27101921-000";"0";"sem incidencia - combustiveis"
14;"1653";"27101921-000";"0";"sem incidencia - combustiveis"
14;"1653";"27101259-000";"0";"sem incidencia - combustiveis"
14;"1556";"73072300-000";"0";"tributado"
14;"1556";"85472090-000";"0";"tributado"
14;"2556";"39191010-000";"0";"tributado"
14;"2556";"39191010-000";"0";"tributado"
14;"2407";"73181500-000";"0";"tributado"
14;"2407";"73181600-000";"0";"tributado"
14;"1556";"72169100-000";"0";"tributado"
14;"1551";"94051099-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"39174090-000";"0";"tratamento via modulo de imobilizado"
14;"2101";"39201099-000";"0";"tributado"
14;"1556";"73064000-000";"0";"tributado"
14;"1556";"68042211-000";"0";"tributado"
14;"1556";"68053090-000";"0";"tributado"
14;"1556";"73066100-000";"0";"tributado"
14;"1556";"72193400-000";"0";"tributado"
14;"1556";"84342090-000";"0";"monofasico revenda de produtos"
14;"1556";"72193400-000";"0";"tributado"
14;"1556";"84212100-000";"0";"tributado"
14;"2556";"38249979-000";"0";"tributado"
14;"2407";"29159060-000";"0";"tributado"
14;"2556";"34029039-000";"0";"tributado"
14;"2556";"38249979-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"85359000-000";"0";"tributado"
14;"1556";"54026900-000";"0";"tributado"
14;"1556";"54026900-000";"0";"tributado"
14;"1556";"85359000-000";"0";"tributado"
14;"1556";"85359000-000";"0";"tributado"
14;"1556";"54026900-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"39162000-000";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"1556";"85359000-000";"0";"tributado"
14;"1556";"85044050-000";"0";"tributado"
14;"1556";"84137080-000";"0";"tributado"
14;"1556";"84672999-000";"0";"tributado"
14;"1556";"28151200-000";"0";"tributado"
14;"1556";"90328982-000";"0";"tributado"
14;"2556";"39262000-000";"0";"sem direito"
14;"2101";"39209990-000";"0";"tributado"
14;"2556";"38140090-000";"0";"tributado"
14;"1556";"84669490-000";"0";"tributado"
14;"2556";"40169300-000";"0";"tributado"
14;"2556";"84389000-000";"0";"tributado"
14;"2556";"84389000-000";"0";"tributado"
14;"2556";"84389000-000";"0";"tributado"
14;"2556";"73202090-000";"0";"tributado"
14;"1556";"73269090-000";"0";"tributado"
14;"1556";"73269090-000";"0";"tributado"
14;"1101";"39232190-000";"0";"tributado"
14;"1556";"39172900-000";"0";"tributado"
14;"1556";"42032900-000";"0";"tributado"
14;"1556";"42032900-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"85472090-000";"0";"tributado"
14;"1556";"40151900-000";"0";"tributado"
14;"1556";"40151900-000";"0";"tributado"
14;"1556";"40151900-000";"0";"tributado"
14;"1556";"40151900-000";"0";"tributado"
14;"1556";"40151900-000";"0";"tributado"
14;"1556";"40151900-000";"0";"tributado"
14;"1556";"85359000-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"85366990-000";"0";"tributado"
14;"1556";"85366990-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"39172300-000";"0";"tributado"
14;"1556";"85444900-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"73259990-000";"0";"tributado"
14;"2556";"70179000-000";"0";"tributado"
14;"2556";"38210000-000";"0";"tributado"
14;"2556";"70179000-000";"0";"tributado"
14;"1556";"85366910-000";"0";"tributado"
14;"1556";"73089010-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"73089010-000";"0";"tributado"
14;"1556";"39269090-000";"0";"tributado"
14;"1556";"73089010-000";"0";"tributado"
14;"1556";"73181500-000";"0";"tributado"
14;"1556";"73089010-000";"0";"tributado"
14;"1556";"73084000-000";"0";"tributado"
14;"1556";"73084000-000";"0";"tributado"
14;"1556";"73089010-000";"0";"tributado"
14;"1556";"74071010-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"39162000-000";"0";"tributado"
14;"1556";"85359000-000";"0";"tributado"
14;"1556";"85359000-000";"0";"tributado"
14;"1556";"85359000-000";"0";"tributado"
14;"1556";"85359000-000";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"0";"0";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"1556";"85381000-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"73181600-000";"0";"tributado"
14;"2407";"22071090-000";"0";"monofasico revenda de produtos"
14;"2407";"22071010-000";"0";"monofasico revenda de produtos"
14;"1556";"40151900-000";"0";"tributado"
14;"1556";"40151900-000";"0";"tributado"
14;"1556";"64019200-000";"0";"tributado"
14;"1556";"64039990-000";"0";"tributado"
14;"1556";"64039190-000";"0";"tributado"
14;"1556";"64034000-000";"0";"tributado"
14;"1556";"64059000-000";"0";"tributado"
14;"1556";"64039990-000";"0";"tributado"
14;"0";"0";"0";"tributado"
14;"0";"0";"0";"tributado"
14;"2407";"29041020-000";"0";"tributado"
14;"2407";"22071090-000";"0";"monofasico revenda de produtos"
14;"2407";"32041220-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"73181900-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"73181600-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"73079900-000";"0";"tributado"
14;"1556";"73079900-000";"0";"tributado"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"1556";"84818097-000";"0";"tributado"
14;"1556";"84818097-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"73072200-000";"0";"tributado"
14;"1556";"84818097-000";"0";"tributado"
14;"1556";"73079900-000";"0";"tributado"
14;"1556";"84818097-000";"0";"tributado"
14;"1101";"68053090-000";"0";"tributado"
14;"1556";"40169300-000";"0";"tributado"
14;"1556";"85359000-000";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"0";"0";"0";"tributado"
14;"0";"0";"0";"tributado"
14;"0";"0";"0";"tributado"
14;"5101";"04069020-000";"0";"aliquota zero"
14;"2556";"34029039-000";"0";"tributado"
14;"1556";"85369090-000";"0";"tributado"
14;"1556";"85362000-000";"0";"tributado"
14;"1556";"85444200-000";"0";"tributado"
14;"1556";"84818094-000";"0";"tributado"
14;"1556";"85444900-000";"0";"tributado"
14;"1556";"85444900-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"76169900-000";"0";"tributado"
14;"1556";"84818095-000";"0";"tributado"
14;"1556";"39173210-000";"0";"tributado"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"5101";"04069020-000";"0";"aliquota zero"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"0";"0";"0";"tributado"
14;"0";"0";"0";"tributado"
14;"0";"0";"0";"tributado"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"5101";"04069020-000";"0";"aliquota zero"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"5101";"04069020-000";"0";"aliquota zero"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"1556";"39173100-000";"0";"tributado"
14;"1556";"39173290-000";"0";"tributado"
14;"1556";"74122000-000";"0";"tributado"
14;"1201";"04061010-000";"0";"aliquota zero"
14;"1201";"04069020-000";"0";"aliquota zero"
14;"1201";"04061010-000";"0";"aliquota zero"
14;"5101";"04069020-000";"0";"aliquota zero"
14;"1556";"40169300-000";"0";"tributado"
14;"1556";"73181500-000";"0";"tributado"
14;"1556";"39206900-000";"0";"tributado"
14;"1556";"39204310-000";"0";"tributado"
14;"1556";"39204310-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1201";"04061010-000";"0";"aliquota zero"
14;"1556";"85118010-000";"0";"monofasico revenda de produtos"
14;"1556";"84818095-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"40103200-000";"0";"tributado"
14;"1556";"40103200-000";"0";"tributado"
14;"1556";"85045000-000";"0";"tributado"
14;"1556";"85366990-000";"0";"tributado"
14;"1556";"84149034-000";"0";"tributado"
14;"0";"0";"0";"sem incidencia - servicos"
14;"1556";"73071990-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1101";"48191000-000";"0";"tributado"
14;"2201";"04041000-000";"0";"aliquota zero"
14;"2201";"04041000-000";"0";"aliquota zero"
14;"1556";"#N/D";"0";"sem direito"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"1556";"85369090-000";"0";"tributado"
14;"2556";"30029099-000";"0";"tributado"
14;"1202";"04012090-000";"0";"suspensao"
14;"1202";"04012090-000";"0";"suspensao"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"1556";"85044050-000";"0";"tributado"
14;"1556";"85365090-000";"0";"tributado"
14;"2201";"04041000-000";"0";"aliquota zero"
14;"2201";"04041000-000";"0";"aliquota zero"
14;"2407";"73181600-000";"0";"tributado"
14;"2407";"68042211-000";"0";"tributado"
14;"2407";"35069190-000";"0";"tributado"
14;"2556";"73181500-000";"0";"tributado"
14;"0";"0";"0";"sem incidencia - servicos"
14;"1556";"73269090-000";"0";"tributado"
14;"1556";"73181600-000";"0";"tributado"
14;"1556";"73181600-000";"0";"tributado"
14;"1556";"28141000-000";"0";"tributado"
14;"2556";"79039000-000";"0";"tributado"
14;"2556";"38249939-000";"0";"tributado"
14;"2556";"40169300-000";"0";"tributado"
14;"1556";"39172300-000";"0";"tributado"
14;"1556";"73064000-000";"0";"tributado"
14;"1556";"84149034-000";"0";"tributado"
14;"1556";"84679900-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"73071910-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"85472090-000";"0";"tributado"
14;"1556";"72169100-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"39174090-000";"0";"tributado"
14;"1556";"85168010-000";"0";"tributado"
14;"1556";"73151900";"0";"sem direito"
14;"1556";"96131000";"0";"sem direito"
14;"1556";"07020000";"0";"sem direito"
14;"1556";"22019000";"0";"sem direito"
14;"1556";"21069090";"0";"sem direito"
14;"1556";"48232099";"0";"sem direito"
14;"1556";"39232110";"0";"sem direito"
14;"1556";"10062010";"0";"sem direito"
14;"1556";"73231000";"0";"sem direito"
14;"1556";"73231000";"0";"sem direito"
14;"1556";"11081200";"0";"sem direito"
14;"1556";"90300100";"0";"sem direito"
14;"1556";"22090000";"0";"sem direito"
14;"1556";"22011000";"0";"sem direito"
14;"1556";"70049000";"0";"sem direito"
14;"1556";"71029000";"0";"sem direito"
14;"1556";"90300100";"0";"sem direito"
14;"1556";"38089429";"0";"sem direito"
14;"1556";"71029000";"0";"sem direito"
14;"1551";"73181500-000";"0";"tratamento via modulo de imobilizado"
14;"1556";"22011000";"0";"sem direito"
14;"1556";"90300100";"0";"sem direito"
14;"1556";"39259090";"0";"sem direito"
14;"1556";"25010020";"0";"sem direito"
14;"1551";"73089090-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"39173290-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"73089090-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"39172300-000";"0";"tratamento via modulo de imobilizado"
14;"0";"0";"0";"sem incidencia - servicos"
14;"5102";"04012090-000";"0";"suspensao"
14;"5102";"04012090-000";"0";"suspensao"
14;"6101";"04015029-000";"0";"tributado"
14;"6101";"04015029-000";"0";"tributado"
14;"5102";"04012090-000";"0";"suspensao"
14;"5102";"04012090-000";"0";"suspensao"
14;"5125";"04069020-000";"0";"tributado"
14;"5125";"04069020-000";"0";"tributado"
14;"1556";"73269090-000";"0";"tributado"
14;"1556";"84312090";"0";"sem direito"
14;"1556";"73269090-000";"0";"tributado"
14;"1556";"72193400-000";"0";"tributado"
14;"1551";"72142000-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"39172300-000";"0";"tratamento via modulo de imobilizado"
14;"0";"0";"0";"tributado"
14;"0";"0";"0";"sem incidencia - servicos"
14;"6101";"04022130-000";"0";"tributado"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"1551";"84342010-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"84342010-000";"0";"tratamento via modulo de imobilizado"
14;"1556";"28151200-000";"0";"tributado"
14;"1556";"84139190-000";"0";"tributado"
14;"1551";"84342010-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"84342010-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"39172300-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"39172300-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"39174090-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"39174090-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"96082000-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"39172300-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"39174090-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"73071990-000";"0";"tratamento via modulo de imobilizado"
14;"5101";"04069020-000";"0";"aliquota zero"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"5101";"04069020-000";"0";"aliquota zero"
14;"1556";"90900000";"0";"sem direito"
14;"1556";"90900000";"0";"sem direito"
14;"1556";"21069010";"0";"sem direito"
14;"1556";"20029090";"0";"sem direito"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"1556";"85444900-000";"0";"tributado"
14;"1556";"85444900-000";"0";"tributado"
14;"1556";"20610000";"0";"sem direito"
14;"1407";"40112090";"0";"sem direito"
14;"0";"0";"0";"sem incidencia - servicos"
14;"6101";"04041000-000";"0";"aliquota zero"
14;"6101";"04041000-000";"0";"aliquota zero"
14;"5125";"04069020-000";"0";"tributado"
14;"5125";"04069020-000";"0";"tributado"
14;"5125";"04069020-000";"0";"tributado"
14;"1653";"27101921-000";"0";"sem incidencia - combustiveis"
14;"0";"0";"0";"sem incidencia - servicos"
14;"0";"0";"0";"sem incidencia - servicos"
14;"0";"0";"0";"sem incidencia - servicos"
14;"0";"0";"0";"sem incidencia - servicos"
14;"0";"0";"0";"sem incidencia - servicos"
14;"0";"0";"0";"sem incidencia - servicos"
14;"0";"0";"0";"sem incidencia - servicos"
14;"5125";"04069020-000";"0";"tributado"
14;"5101";"04061010-000";"0";"aliquota zero"
14;"5125";"04069020-000";"0";"tributado"
14;"1653";"27101932-000";"0";"sem incidencia - combustiveis"
14;"1551";"82055900-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"39174090-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"82075011-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"73071990-000";"0";"tratamento via modulo de imobilizado"
14;"1551";"73071910-000";"0";"tratamento via modulo de imobilizado"
14;"0";"0";"0";"sem incidencia - servicos"
14;"1556";"32081020";"0";"sem direito"
14;"0";"0";"0";"sem incidencia - servicos"
14;"0";"0";"0";"sem incidencia - servicos"
